(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0GW84YM4L,B008BEQFAQ,"Max Factor Lasting Performance Liquid Foundation, Ivory Beige, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",MF-LP-101-V3_SNL,"2,224",8,"1,109",9,"3,333",17,0.23%,0.15%,0.26%,0.22%,0.24%,0.18%,"3,489",10,"1,786",14,"5,275",24,0.28%,0.15%,0.32%,0.24%,0.29%,0.19%,7.33%,18.18%,60,0,1.80%,0.00%,£533.40,£0.00,57,0
B0H3XRSPFS,B07ZZ6P9C7,Rimmel Brow Pro Micro Dark Brown 003 Brown Eyebrow Cosmetic Defining & Filling Solid With Long Lasting Claim Eye Cosmetic Waterproof Pencil X1 X1 Standard Female Eyebrow 1 Mu,RIM-MBP-003,852,0,373,8,"1,225",8,0.09%,0.00%,0.09%,0.20%,0.09%,0.09%,"1,062",0,468,8,"1,530",8,0.08%,0.00%,0.08%,0.14%,0.08%,0.06%,21.69%,40.00%,59,0,4.82%,0.00%,£309.85,£0.00,55,0
B0BXWHBJ7Q,B001EYGCZS,RefectoCil Cream Hair Dye - 4 Chestnut 15ml,REFCIL-EBT-CHESTNUT_SNL,701,4,386,1,"1,087",5,0.07%,0.08%,0.09%,0.02%,0.08%,0.05%,866,5,502,4,"1,368",9,0.07%,0.07%,0.09%,0.07%,0.08%,0.07%,25.68%,0.00%,57,0,5.24%,0.00%,£366.50,£0.00,54,0
B0GW84YM4L,B001GNBVTY,"Max Factor Lasting Performance Liquid Foundation, Fair, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",MF-LP-100_SNL,"1,152",7,789,6,"1,941",13,0.12%,0.13%,0.19%,0.15%,0.14%,0.14%,"1,650",10,"1,164",8,"2,814",18,0.13%,0.15%,0.21%,0.14%,0.16%,0.14%,12.69%,0.00%,62,0,3.19%,0.00%,£529.19,£0.00,53,0
B0H792Q1DQ,B001V9LB9I,"Rimmel Eyebrow Pencil, 1.4 g - Dark Brown",RIM-EBP-DRKBRW,"5,823",47,"2,679",30,"8,502",77,0.61%,0.89%,0.64%,0.73%,0.62%,0.82%,"7,513",56,"3,625",40,"11,138",96,0.60%,0.81%,0.65%,0.69%,0.61%,0.76%,15.72%,2.08%,50,0,0.59%,0.00%,£172.29,£0.00,47,0
B09DTRB76M,B07M6KRF1D,"Rimmel London Wonderâ€™Full Brow 24HR Waterproof Brow Gel, with Fibres for Plump Thick Brows, Dark, 4.5 ml (Pack of 1)",RIM-WONDERF-BROW-003_SNL,"3,510",16,"1,199",13,"4,709",29,0.37%,0.30%,0.28%,0.32%,0.34%,0.31%,"4,487",22,"1,588",20,"6,075",42,0.36%,0.32%,0.28%,0.35%,0.34%,0.33%,4.31%,18.18%,48,0,1.02%,0.00%,£254.82,£0.00,47,0
B0H4F2L52Y,B0046U6RKC,"Rimmel Stay Matte Pressed Powder, Warm Beige, 14g",RIM-SMPP-006_SNL,"3,853",18,"1,500",15,"5,353",33,0.40%,0.34%,0.36%,0.37%,0.39%,0.35%,"4,740",22,"1,865",19,"6,605",41,0.38%,0.32%,0.33%,0.33%,0.36%,0.32%,2.23%,6.67%,48,0,0.90%,0.00%,£191.52,£0.00,46,0
B0C1P8JC3X,B00YY7VWUW,"Max Factor Crème Puff Blusher, Nude Mauve 1",MF-CPB-10_SNL,"1,545",6,656,2,"2,201",8,0.16%,0.11%,0.16%,0.05%,0.16%,0.09%,"1,965",7,886,2,"2,851",9,0.16%,0.10%,0.16%,0.03%,0.16%,0.07%,11.89%,0.00%,50,0,2.27%,0.00%,£374.50,£0.00,46,0
B0HG289WZF,B0046MLZLG,"Sally Hansen Advanced Hard as Nails Strengthener, 13.3ml (Pack of 1)",SH-ADVANCEHARD,"3,543",19,"1,613",21,"5,156",40,0.37%,0.36%,0.38%,0.51%,0.37%,0.43%,"4,842",27,"2,246",26,"7,088",53,0.39%,0.39%,0.40%,0.45%,0.39%,0.42%,3.43%,14.71%,50,0,0.97%,0.00%,£222.34,£0.00,45,0
B00ARNR3CS,B005R8GZT0,"Max Factor Kohl Eye Pencil, 3 Brown",MF-KK-EL-030_SNL,657,2,325,1,982,3,0.07%,0.04%,0.08%,0.02%,0.07%,0.03%,841,4,460,1,"1,301",5,0.07%,0.06%,0.08%,0.02%,0.07%,0.04%,10.38%,0.00%,46,0,4.68%,0.00%,£156.89,£0.00,45,0
B0FYHMFVRG,B00005OM2L,Max Factor Lip Finity (New shades) Ethereal,MF-LIPFINITY-24HR-015_SNL,"1,416",11,603,12,"2,019",23,0.15%,0.21%,0.14%,0.29%,0.15%,0.24%,"1,721",14,749,19,"2,470",33,0.14%,0.20%,0.13%,0.33%,0.14%,0.26%,17.57%,10.00%,42,0,2.08%,0.00%,£363.41,£0.00,42,0
B0C78LF8NV,B0BKZY6YWT,ARMAF Club De Nuit Urban Man ELIXIR Eau De Parfum 105ml,ARMAF-163513-V2,"1,139",15,420,7,"1,559",22,0.12%,0.28%,0.10%,0.17%,0.11%,0.23%,"1,557",16,608,10,"2,165",26,0.12%,0.23%,0.11%,0.17%,0.12%,0.21%,21.50%,0.00%,43,0,2.76%,0.00%,"£1,418.57",£0.00,42,0
B0BMY12GHZ,B000YDMO7U,"Revlon Super Lustrous Lipstick, 4.2 g, Number 420, Blushed",REV-SLL-420,"1,684",4,954,4,"2,638",8,0.18%,0.08%,0.23%,0.10%,0.19%,0.09%,"2,239",4,"1,351",7,"3,590",11,0.18%,0.06%,0.24%,0.12%,0.20%,0.09%,18.04%,66.67%,50,0,1.90%,0.00%,£277.09,£0.00,41,0
B00ARNR3CS,B001IZYQQU,"Max Factor Kohl Pencil Eyeliner, 20 Black, Easy to Blend Formula, Perfect for Smokey Eyes Make-up, 4 g",MF-KK-EL-020_SNL,"1,347",7,599,10,"1,946",17,0.14%,0.13%,0.14%,0.24%,0.14%,0.18%,"1,805",11,759,11,"2,564",22,0.14%,0.16%,0.14%,0.19%,0.14%,0.17%,4.87%,0.00%,50,0,2.57%,0.00%,£189.59,£0.00,41,0
B0H3P2DKDH,B01J1A1KNK,"Rimmel London Scandaleyes Reloaded Volumising Mascara, 12ml",RIM-MSC-SCAND-RL-001,604,1,325,5,929,6,0.06%,0.02%,0.08%,0.12%,0.07%,0.06%,728,1,422,6,"1,150",7,0.06%,0.01%,0.08%,0.10%,0.06%,0.06%,54.02%,100.00%,45,0,4.84%,0.00%,£213.94,£0.00,39,0
B0CLGFGP6D,B00ILUYEEO,"Sally Hansen Instant Cuticle Remover, 29.5 ml",SH-INSTANTCUTICLE-V3,203,0,139,0,342,0,0.02%,0.00%,0.03%,0.00%,0.02%,0.00%,290,0,200,0,490,0,0.02%,0.00%,0.04%,0.00%,0.03%,0.00%,83.08%,0.00%,38,0,11.11%,0.00%,£214.69,£0.00,37,0
B0049AULWO,B0049AULWO,Technic Clear Lip Gloss,TECHNIC-CLEAR-SHINE-GLOSS_SNL,112,2,62,1,174,3,0.01%,0.04%,0.01%,0.02%,0.01%,0.03%,151,2,77,1,228,3,0.01%,0.03%,0.01%,0.02%,0.01%,0.02%,62.25%,0.00%,39,0,22.41%,0.00%,£117.21,£0.00,34,0
B00FX0J0KS,B00FX0J0KS,RefectoCil Oxidant 3% Cream 100ml,REFCIL-CRM-OXIDANT_SNL,74,0,26,0,100,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,99,0,38,0,137,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,42.98%,0.00%,34,0,34.00%,0.00%,£268.46,£0.00,34,0
B0BXS352Y4,B01LJSP1RI,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-64_SNL,411,1,226,4,637,5,0.04%,0.02%,0.05%,0.10%,0.05%,0.05%,513,1,299,5,812,6,0.04%,0.01%,0.05%,0.09%,0.04%,0.05%,37.19%,0.00%,49,1,7.69%,20.00%,£151.30,£2.98,34,1
B0BXS352Y4,B01LJZCDJA,Marion Hair Color Shampoo in Sachet Lasting 4-8 Washes - 91 - Copper,MARION-COLOR-SHAMP-91,506,0,230,0,736,0,0.05%,0.00%,0.05%,0.00%,0.05%,0.00%,684,0,307,0,991,0,0.05%,0.00%,0.05%,0.00%,0.05%,0.00%,33.19%,0.00%,82,0,11.14%,0.00%,£244.89,£0.00,34,0
B0BXS352Y4,B01N0VM6TA,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-58_SNL,477,3,254,3,731,6,0.05%,0.06%,0.06%,0.07%,0.05%,0.06%,676,3,338,3,"1,014",6,0.05%,0.04%,0.06%,0.05%,0.06%,0.05%,32.45%,100.00%,69,0,9.44%,0.00%,£209.14,£0.00,34,0
B077ZH369G,B077ZH369G,Sally Hansen Instant Cuticle Remover 1 Ounce (29.5ml),SH-INSTANTCUTICLE-V2,454,5,255,1,709,6,0.05%,0.09%,0.06%,0.02%,0.05%,0.06%,588,5,353,1,941,6,0.05%,0.07%,0.06%,0.02%,0.05%,0.05%,18.00%,100.00%,33,0,4.65%,0.00%,£178.96,£0.00,33,0
B0H4YCPBRN,B08CFPF8TF,"Rimmel Lasting Finish 8HR Lip Liner, Bitten Red, Highly Pigmented Formula, Long-Wearing Creamy Colour, Precise Application and Seamless Blend, For Big & Plump Lips, Vegan & Cruelty Free, 1.2g",RIM-LASTLIP-580_SNL,"2,371",14,"1,079",9,"3,450",23,0.25%,0.26%,0.26%,0.22%,0.25%,0.24%,"2,910",17,"1,374",10,"4,284",27,0.23%,0.25%,0.24%,0.17%,0.24%,0.21%,6.94%,6.67%,32,1,0.93%,4.35%,£116.02,£3.59,32,1
B0BXS352Y4,B01MYN910S,Marion Hair Color Shampoo in Sachet - Lasting 4-8 Washes - With Aloe & Keratin 63 Chocolate Brown,MARION-COLOR-SHAMP-63,959,3,500,6,"1,459",9,0.10%,0.06%,0.12%,0.15%,0.11%,0.10%,"1,456",3,768,14,"2,224",17,0.12%,0.04%,0.14%,0.24%,0.12%,0.13%,20.22%,0.00%,77,0,5.28%,0.00%,£229.55,£0.00,31,0
B08PQZYLY9,B077L5MVZ3,"Bourjois Little Round Pot Blusher 33 Lilas D'or, 2.5g, 29192115033",BJS-LRPB-33_SNL,326,1,210,1,536,2,0.03%,0.02%,0.05%,0.02%,0.04%,0.02%,407,1,277,2,684,3,0.03%,0.01%,0.05%,0.03%,0.04%,0.02%,46.69%,0.00%,34,0,6.34%,0.00%,£338.97,£0.00,31,0
B0BMY12GHZ,B000YDMO7U,"Revlon Super Lustrous Lipstick, 4.2 g, Number 420, Blushed",REV-SLL-420_SNL,"1,684",4,954,4,"2,638",8,0.18%,0.08%,0.23%,0.10%,0.19%,0.09%,"2,239",4,"1,351",7,"3,590",11,0.18%,0.06%,0.24%,0.12%,0.20%,0.09%,18.04%,66.67%,31,1,1.18%,12.50%,£190.00,£5.45,30,1
B0BXS352Y4,B00PWKVAYI,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-52,430,2,249,4,679,6,0.04%,0.04%,0.06%,0.10%,0.05%,0.06%,569,2,346,5,915,7,0.05%,0.03%,0.06%,0.09%,0.05%,0.06%,38.64%,66.67%,60,0,8.84%,0.00%,£179.40,£0.00,30,0
B0C27F5YNK,B077L5PJDH,"Bourjois Little Round Pot Blusher 34 Rose D'or, 2.5g, 29192115034",BJS-LRPB-34_SNL,"1,539",8,681,3,"2,220",11,0.16%,0.15%,0.16%,0.07%,0.16%,0.12%,"2,219",14,"1,020",5,"3,239",19,0.18%,0.20%,0.18%,0.09%,0.18%,0.15%,4.97%,33.33%,31,0,1.40%,0.00%,£232.19,£0.00,30,0
B0C945X5PR,B084D1N7JJ,"ARMAF Club De Nuit Intense Man Eau De Parfum, 200ml",ARMAF-CLUBDENUIT-INT-EDP-200ML-V2,"4,046",39,"1,615",29,"5,661",68,0.42%,0.74%,0.38%,0.71%,0.41%,0.72%,"6,232",84,"2,420",44,"8,652",128,0.50%,1.22%,0.43%,0.76%,0.48%,1.01%,26.03%,28.57%,32,0,0.57%,0.00%,"£1,405.16",£0.00,30,0
B0H4YCPBRN,B08CFMTMKF,"Rimmel Lasting Finish 8HR Lip Liner, Red Dynamite, Highly Pigmented Formula, Long-Wearing Creamy Colour, Precise Application and Seamless Blend, For Big & Plump Lips, Vegan & Cruelty Free, 1.2g",RIM-LASTLIP-505_SNL,"1,626",6,596,7,"2,222",13,0.17%,0.11%,0.14%,0.17%,0.16%,0.14%,"1,853",6,713,12,"2,566",18,0.15%,0.09%,0.13%,0.21%,0.14%,0.14%,14.96%,0.00%,31,0,1.40%,0.00%,£119.57,£0.00,30,0
B0H4F2L52Y,B006EHWDEE,"Rimmel Stay Matte Pressed Powder, Silky Beige, 14g",RIM-SMPP-005,"5,749",24,"2,126",16,"7,875",40,0.60%,0.45%,0.50%,0.39%,0.57%,0.43%,"7,304",30,"2,750",19,"10,054",49,0.58%,0.44%,0.49%,0.33%,0.55%,0.39%,10.33%,0.00%,36,0,0.46%,0.00%,£148.74,£0.00,28,0
B00H56KCUU,B00H56KCUU,"Maybelline Baby Skin Primer, Instant Pore Eraser Lightweight Blurring",MAYB-BABYSKIN-PRIMER_SNL,"3,369",16,"1,444",18,"4,813",34,0.35%,0.30%,0.34%,0.44%,0.35%,0.36%,"4,588",20,"1,844",23,"6,432",43,0.37%,0.29%,0.33%,0.40%,0.35%,0.34%,1.35%,0.00%,29,0,0.60%,0.00%,£202.86,£0.00,28,0
B01M065MO6,B00O32U4YI,"Bourjois Volume Glamour Effet Push Up Volumizing and Curling Mascara 71 Noir, 7ml, 370712",BJS-MSC-PU-71_SNL,107,1,57,0,164,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,135,1,79,0,214,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,39.70%,0.00%,30,0,18.29%,0.00%,£216.47,£0.00,28,0
B0H3P69D99,B00UYJDB0S,"Rimmel London Lip Gloss, Crystal Clear, 6.5 ml (Pack of 1)",RIM-OMG-LIP-800_SNL,807,6,413,5,"1,220",11,0.08%,0.11%,0.10%,0.12%,0.09%,0.12%,997,7,525,7,"1,522",14,0.08%,0.10%,0.09%,0.12%,0.08%,0.11%,7.79%,0.00%,30,0,2.46%,0.00%,£173.31,£0.00,28,0
B09DTRB76M,B07M6KRF1D,"Rimmel London Wonderâ€™Full Brow 24HR Waterproof Brow Gel, with Fibres for Plump Thick Brows, Dark, 4.5 ml (Pack of 1)",RIM-WONDERF-BROW-003,"3,510",16,"1,199",13,"4,709",29,0.37%,0.30%,0.28%,0.32%,0.34%,0.31%,"4,487",22,"1,588",20,"6,075",42,0.36%,0.32%,0.28%,0.35%,0.34%,0.33%,4.31%,18.18%,33,0,0.70%,0.00%,£169.62,£0.00,28,0
B08RFX7ZJC,B082XSFWSJ,"BOURJOIS 29135443011 Beauty Care Little Round Pot Eye Rg Rlaunc 2.5ml 11 20IV for Adults, Designed for Daily Beauty and Care, 2.5ml",BJS-EYELITTLEPOT-11_PRIME,347,0,182,4,529,4,0.04%,0.00%,0.04%,0.10%,0.04%,0.04%,417,0,234,6,651,6,0.03%,0.00%,0.04%,0.10%,0.04%,0.05%,97.69%,100.00%,32,0,6.05%,0.00%,£232.00,£0.00,28,0
B0G3PQLBZ3,B09FY6WT25,"Rimmel Kind + Free Natural Finish Pressed Powder, Translucent 001",RIM-KF-PWDR-001_SNL,490,2,273,5,763,7,0.05%,0.04%,0.06%,0.12%,0.06%,0.07%,603,3,362,6,965,9,0.05%,0.04%,0.06%,0.10%,0.05%,0.07%,9.76%,20.00%,28,0,3.67%,0.00%,£134.07,£0.00,27,0
B08RFX7ZJC,B082XSPCFB,"BOURJOIS 29135443003 Beauty Care Little Round Pot Eye Rg Rlaunch 2.5ml 3 20IV for Adults, Designed for Daily Beauty and Care, 2.5ml",BJS-EYELITTLEPOT-03_SNL,666,2,408,6,"1,074",8,0.07%,0.04%,0.10%,0.15%,0.08%,0.09%,909,2,574,12,"1,483",14,0.07%,0.03%,0.10%,0.21%,0.08%,0.11%,26.68%,0.00%,26,0,2.42%,0.00%,£190.07,£0.00,26,0
B01M0M1D7R,B09N2YKP5B,"Max Factor Crème Puff Pressed Powder, 55 Candle Glow, 14g",MF-CP-RLCH-55_SNL,165,0,117,1,282,1,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,217,0,167,1,384,1,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,24.59%,0.00%,30,0,10.64%,0.00%,£176.85,£0.00,26,0
B0H6R42TK5,B01BNK0VIG,"Rimmel Super Gel, Top Coat, Long-Lasting Nail Polish, Glazed Finish, Easy Application, Gel-like Manicure, Chip Resistant, Clean Formula, 12ml",RIM-SUPERGEL-TOPCOAT,"1,233",9,512,7,"1,745",16,0.13%,0.17%,0.12%,0.17%,0.13%,0.17%,"1,616",10,658,9,"2,274",19,0.13%,0.15%,0.12%,0.16%,0.13%,0.15%,6.69%,0.00%,25,0,1.43%,0.00%,£144.70,£0.00,25,0
B01C2SZGUG,B001V9LB4I,"Rimmel Extra Super Lash Mascara, Brown Black, 8ml",RIM-MSC-ESL-102,"1,579",3,822,11,"2,401",14,0.16%,0.06%,0.20%,0.27%,0.17%,0.15%,"2,026",3,"1,074",12,"3,100",15,0.16%,0.04%,0.19%,0.21%,0.17%,0.12%,55.79%,0.00%,30,0,1.25%,0.00%,£100.50,£0.00,24,0
B072Q5SKYW,B002O6QEJO,"Bourjois Little Round Pot Blusher Blusher 95, Rose De Jaspe",BJS-LRPB-95-V2_SNL,72,0,39,1,111,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,99,0,47,1,146,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,97.84%,0.00%,26,0,23.42%,0.00%,£246.74,£0.00,24,0
B0H143TBQW,B0046MK34G,"Sally Hansen Instant Cuticle Remover, 29.5ml",SH-INSTANTCUTICLE,"11,622",63,"5,001",39,"16,623",102,1.21%,1.19%,1.19%,0.95%,1.20%,1.09%,"15,360",84,"6,525",60,"21,885",144,1.23%,1.22%,1.16%,1.04%,1.21%,1.14%,0.75%,4.17%,25,0,0.15%,0.00%,£129.70,£0.00,24,0
B07814CT31,B005OR5FX6,Technic Lipstick with added Vitamin E - Pink Lady,TECHNIC-VITAMINE-LPK-PINKLADY,98,0,69,1,167,1,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,120,0,103,1,223,1,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,35.47%,0.00%,34,0,20.36%,0.00%,£113.90,£0.00,24,0
B0CLLXYFVX,B07HR4LN4P,L.A. Girl Pro Coneal HD. High Definiton Pro Concealer 0.28 Oz 967 Reddish Corrector,LAGIRL-PROHDCONC-967,598,6,226,2,824,8,0.06%,0.11%,0.05%,0.05%,0.06%,0.09%,779,8,287,3,"1,066",11,0.06%,0.12%,0.05%,0.05%,0.06%,0.09%,17.30%,50.00%,26,0,3.16%,0.00%,£155.74,£0.00,24,0
B0DQP3ZNY6,B0DQP3ZNY6,ARMAF Infinity Silver for Men Eau De Parfum 100ml,ARMAF-183641-V2,214,6,107,0,321,6,0.02%,0.11%,0.03%,0.00%,0.02%,0.06%,309,7,166,0,475,7,0.02%,0.10%,0.03%,0.00%,0.03%,0.06%,73.29%,50.00%,26,1,8.10%,16.67%,"£1,081.65",£42.00,24,1
B0FYHMFVRG,B00008MORG,"Max Factor Lipfinity Passionate, Long-Lasting, Two Step Lipstick, Vibrant Colour, Hydrating, Lasts 24 Hrs, Matte Lip Colour With Glossy Top Coat, 4.2g",MF-LIPFINITY-24HR-110,"1,362",7,497,5,"1,859",12,0.14%,0.13%,0.12%,0.12%,0.13%,0.13%,"1,642",12,614,5,"2,256",17,0.13%,0.17%,0.11%,0.09%,0.12%,0.13%,19.07%,0.00%,25,1,1.34%,8.33%,£227.17,£8.62,23,1
B0C6FR79NN,B000W3SW1E,"Max Factor Lasting Performance Liquid Foundation, 102 Pastelle, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",MF-LP-102_SNL,"1,547",7,892,4,"2,439",11,0.16%,0.13%,0.21%,0.10%,0.18%,0.12%,"1,981",9,"1,182",4,"3,163",13,0.16%,0.13%,0.21%,0.07%,0.17%,0.10%,3.17%,0.00%,25,0,1.03%,0.00%,£178.80,£0.00,23,0
B08HQQX815,B00EC9P9PG,"Max Factor Pan Stik Foundation, 96 Bisque Ivory",MF-PS-96_SNL,"1,064",7,522,4,"1,586",11,0.11%,0.13%,0.12%,0.10%,0.11%,0.12%,"1,314",8,654,4,"1,968",12,0.10%,0.12%,0.12%,0.07%,0.11%,0.09%,12.01%,50.00%,25,0,1.58%,0.00%,£166.60,£0.00,23,0
B0BXS352Y4,B00PWKV8Q8,Marion Hair Color Shampoo in Sachet Lasting 4-8 Washes - 51 - Light Pearl Blonde,MARION-COLOR-SHAMP-51_SNL,780,7,462,1,"1,242",8,0.08%,0.13%,0.11%,0.02%,0.09%,0.09%,"1,082",8,680,1,"1,762",9,0.09%,0.12%,0.12%,0.02%,0.10%,0.07%,23.94%,75.00%,27,0,2.17%,0.00%,£93.81,£0.00,23,0
B0GRBHC1KX,B073WYXK64,"Rimmel Magnif'eyes Nude Edition Eyeshadow Palette, 12 shade, Cream",RIM-MAGNIF-PAL-001,"7,358",31,"2,552",26,"9,910",57,0.77%,0.59%,0.61%,0.63%,0.72%,0.61%,"9,463",52,"3,410",37,"12,873",89,0.76%,0.76%,0.61%,0.64%,0.71%,0.70%,4.96%,5.56%,22,0,0.22%,0.00%,£151.59,£0.00,22,0
B07LB1289Q,B07LB1289Q,Technic Matte Mega Bronze Bronzer Palette,TECHNIC-MEGAMATTE-BRONZE,391,4,171,4,562,8,0.04%,0.08%,0.04%,0.10%,0.04%,0.09%,510,11,234,5,744,16,0.04%,0.16%,0.04%,0.09%,0.04%,0.13%,23.32%,0.00%,22,0,3.91%,0.00%,£67.10,£0.00,22,0
B0GGCJC753,B001GNBVQC,"Max Factor Cream Puff Pressed Compact Powder, Glowing Formula for All Skin Types, 41 Medium Beige, 21 g",MF-CP-RLCH-41-V2_SNL,282,4,185,6,467,10,0.03%,0.08%,0.04%,0.15%,0.03%,0.11%,359,4,233,7,592,11,0.03%,0.06%,0.04%,0.12%,0.03%,0.09%,10.83%,14.29%,25,0,5.35%,0.00%,£161.25,£0.00,21,0
B0GW84YM4L,B001GNBVU8,"Max Factor Lasting Performance Liquid Foundation, 106 Natural Beige, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",MF-LP-106_SNL,206,3,127,4,333,7,0.02%,0.06%,0.03%,0.10%,0.02%,0.07%,279,6,188,6,467,12,0.02%,0.09%,0.03%,0.10%,0.03%,0.09%,18.43%,0.00%,20,0,6.01%,0.00%,£188.22,£0.00,20,0
B0GGB6BYK1,B0047X8J1S,"Rimmel Lasting Finish Lipstick 086 Sugar Plum, Creamy Satin Finish, Long Lasting 8 HR Wear, Comfortable Formula, Rich Pigment",RIM-LF-LS-086_SNL,508,2,318,1,826,3,0.05%,0.04%,0.08%,0.02%,0.06%,0.03%,617,2,414,1,"1,031",3,0.05%,0.03%,0.07%,0.02%,0.06%,0.02%,15.40%,0.00%,29,0,3.51%,0.00%,£148.40,£0.00,20,0
B0GKQWXV3B,B01F90M724,"Bourjois Volume Reveal Volumizing Mascara 23 Waterproof Black, 7.5ml",BJS-MSC-REVEAL-23_SNL,121,1,45,0,166,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,156,1,57,0,213,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,17.28%,0.00%,24,0,14.46%,0.00%,£228.00,£0.00,20,0
B0BXS352Y4,B01MTNZCXZ,Marion Hair Color Shampoo in Sachet Lasting 4 to 8 Washes Aloe and Keratin - 95 Medium Chestnut,MARION-COLOR-SHAMP-95_SNL,597,4,277,2,874,6,0.06%,0.08%,0.07%,0.05%,0.06%,0.06%,813,5,403,2,"1,216",7,0.06%,0.07%,0.07%,0.03%,0.07%,0.06%,19.10%,0.00%,29,0,3.32%,0.00%,£118.32,£0.00,20,0
B01M0M1D7R,B09N2YW2T6,"Max Factor Crème Puff Pressed Powder, 05 Translucent, 14g",MF-CP-RLCH-05,"2,496",11,"1,438",13,"3,934",24,0.26%,0.21%,0.34%,0.32%,0.28%,0.26%,"3,326",13,"1,999",15,"5,325",28,0.27%,0.19%,0.36%,0.26%,0.29%,0.22%,18.47%,15.38%,25,0,0.64%,0.00%,£125.64,£0.00,20,0
B0H6R42TK5,B01BNK12R0,"Rimmel Super Gel, New Romantic, Long-Lasting Nail Polish, Glazed Finish, Easy Application, Gel-like Manicure, Chip Resistant, Clean Formula, 12ml",RIM-NAIL-SUPERGEL-021,"1,452",8,529,5,"1,981",13,0.15%,0.15%,0.13%,0.12%,0.14%,0.14%,"1,877",12,717,9,"2,594",21,0.15%,0.17%,0.13%,0.16%,0.14%,0.17%,8.73%,0.00%,19,0,0.96%,0.00%,£98.73,£0.00,19,0
B097QPWLHM,B07D8WGNWP,"Rimmel Scandaleyes WOW Wings Volumising Mascara, Black, 12 ml",RIM-MSC-SCAND-WOW-001,401,1,226,2,627,3,0.04%,0.02%,0.05%,0.05%,0.05%,0.03%,540,2,290,5,830,7,0.04%,0.03%,0.05%,0.09%,0.05%,0.06%,35.07%,80.00%,26,0,4.15%,0.00%,£136.64,£0.00,19,0
B0CJDPC3XB,B086TDD8F3,"BOURJOIS 29135441001 Beauty Care Liner Pinceau 1 for Adults, Ideal for Daily Beauty and Care",BJS-PINCEAU-LINER-001,84,1,83,2,167,3,0.01%,0.02%,0.02%,0.05%,0.01%,0.03%,147,2,133,2,280,4,0.01%,0.03%,0.02%,0.03%,0.02%,0.03%,35.14%,0.00%,25,0,14.97%,0.00%,£249.75,£0.00,19,0
B0CCN97YFK,B001H7NFW0,Montagne Jeunesse Blemish Mud Face Masque 20g,7H-BLEMCLAY-DEEPCLN-CALM-MASK-20G,19,0,29,0,48,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,21,0,30,0,51,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,48.98%,0.00%,47,0,97.92%,0.00%,£96.35,£0.00,18,0
B0045Z6R58,B0045Z6R58,Stargazer Hair Bleach Kit with Powder & Developer Cream - Hair Lightening for Pre-Colour Preparation - Easy Home Use - Cruelty-Free,STARGAZER-BLEACH-PEROX-KIT,37,0,15,0,52,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,22,0,67,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.00%,0.00%,23,0,44.23%,0.00%,£229.77,£0.00,18,0
